,PERSON_ID,FIRST_NAME,LAST_NAME,HEIGHT,WEIGHT
0,1629686,Deividas,Sirvydis,6-8,190
0,1629346,Alen,Smailagic,6-10,215
0,1630606,Javonte,Smart,6-4,205
0,203935,Marcus,Smart,6-4,220
0,1630696,Dru,Smith,6-3,203
0,202397,Ish,Smith,6-0,175
0,1630188,Jalen,Smith,6-9,215
0,1628372,Dennis,Smith Jr.,6-2,205
0,1631095,Jabari,Smith Jr.,6-11,220
0,1630270,Xavier,Sneed,6-5,215
0,203503,Tony,Snell,6-6,213
0,1631110,Jeremy,Sochan,6-8,230
0,1629034,Ray,Spalding,6-9,225
0,1630531,Jaden,Springer,6-4,202
0,1630199,Cassius,Stanley,6-5,190
0,203917,Nik,Stauskas,6-6,207
0,202362,Lance,Stephenson,6-5,210
0,1630205,Lamar,Stevens,6-6,230
0,1630597,DJ,Stewart,6-5,205
0,1630191,Isaiah,Stewart,6-8,250
0,1629622,Max,Strus,6-5,215
0,1630591,Jalen,Suggs,6-5,205
0,1628410,Edmond,Sumner,6-4,196
0,1631306,Cole,Swider,6-9,220
0,1628591,Craig,Sword,6-3,196
0,1626208,Keifer,Sykes,5-11,167
0,1630256,Jae'Sean,Tate,6-5,230
0,1628369,Jayson,Tatum,6-8,210
0,1630678,Terry,Taylor,6-4,230
0,201952,Jeff,Teague,6-3,195
0,202066,Garrett,Temple,6-6,195
0,1631207,Dalen,Terry,6-7,195
0,1629150,Emanuel,Terry,6-9,220
0,1630179,Tyrell,Terry,6-2,160
0,1630257,Jon,Teske,7-1,265
0,1628464,Daniel,Theis,6-8,245
0,1630271,Brodric,Thomas,6-5,185
0,1630560,Cam,Thomas,6-3,210
0,202738,Isaiah,Thomas,5-9,185
0,1629017,Khyri,Thomas,6-3,210
0,1629744,Matt,Thomas,6-3,190
0,202691,Klay,Thompson,6-6,220
0,202684,Tristan,Thompson,6-9,254
0,1630550,JT,Thor,6-9,203
0,1628414,Sindarius,Thornwell,6-4,215
0,1629680,Matisse,Thybulle,6-5,201
0,1629681,Killian,Tillie,6-9,220
0,1630214,Xavier,Tillman,6-7,245
0,1630225,Isaiah,Todd,6-9,219
0,201229,Anthony,Tolliver,6-8,240
0,1630167,Obi,Toppin,6-9,220
0,1629308,Juan,Toscano-Anderson,6-6,209
0,1626253,Axel,Toupane,6-7,210
0,1626157,Karl-Anthony,Towns,7-0,248
0,1629018,Gary,Trent Jr.,6-5,209
0,200782,P.J.,Tucker,6-5,245
0,1629730,Rayjon,Tucker,6-3,209
0,1626167,Myles,Turner,6-11,250
0,202685,Jonas,Valanciunas,6-11,265
0,1627756,Denzel,Valentine,6-4,220
0,1627832,Fred,VanVleet,6-0,197
0,1629020,Jarred,Vanderbilt,6-8,214
0,2760,Anderson,Varejao,6-11,260
0,1630170,Devin,Vassell,6-5,200
0,1630492,Luca,Vildoza,6-3,190
0,1629216,Gabe,Vincent,6-2,200
0,203943,Noah,Vonleh,6-10,257
0,202696,Nikola,Vucevic,6-10,260
0,1629731,Dean,Wade,6-9,228
0,1630532,Franz,Wagner,6-10,220
0,1629021,Moritz,Wagner,6-11,245
0,1630688,Ish,Wainright,6-5,250
0,1631133,Jabari,Walker,6-7,200
0,202689,Kemba,Walker,6-0,184
0,1630640,MJ,Walker,6-5,213
0,1629022,Lonnie,Walker IV,6-4,204
0,202322,John,Wall,6-3,210
0,1627820,Tyrone,Wallace,6-5,198
0,1628476,Derrick,Walton Jr.,6-0,185
0,202954,Brad,Wanamaker,6-3,210
0,203933,T.J.,Warren,6-8,220
0,1629023,P.J.,Washington,6-7,230
0,1630613,Duane,Washington Jr.,6-2,197
0,1631102,TyTy,Washington Jr.,6-3,195
0,1629139,Yuta,Watanabe,6-8,215
0,1629682,Tremont,Waters,5-10,175
0,1630322,Lindy,Waters III,6-6,210
0,1630570,Trendon,Watford,6-8,237
0,1628778,Paul,Watson,6-6,210
0,1631212,Peyton,Watson,6-7,200
0,1629683,Quinndary,Weatherspoon,6-3,205
0,1631104,Blake,Wesley,6-4,185
0,201566,Russell,Westbrook,6-3,200
0,1629632,Coby,White,6-5,195
0,1628401,Derrick,White,6-4,190
0,1631298,Jack,White,6-7,225
0,202355,Hassan,Whiteside,7-0,265
0,204222,Greg,Whittington,6-8,210
0,1630580,Joe,Wieskamp,6-6,205
0,1630598,Aaron,Wiggins,6-5,190
0,203952,Andrew,Wiggins,6-7,197
0,1629623,Lindell,Wigginton,6-1,189
0,1631214,Alondes,Williams,6-4,210
0,1630314,Brandon,Williams,6-2,190
0,1629684,Grant,Williams,6-6,236
0,1631114,Jalen,Williams,6-5,211
0,1631119,Jaylin,Williams,6-9,240
0,1629026,Kenrich,Williams,6-6,210
0,101150,Lou,Williams,6-2,175
0,1631109,Mark,Williams,7-0,240
0,1630172,Patrick,Williams,6-7,215
0,1630533,Ziaire,Williams,6-9,185
0,1629057,Robert,Williams III,6-9,237
0,1631246,Vince,Williams Jr.,6-4,205
0,1629627,Zion,Williamson,6-6,284
0,1628391,D.J.,Wilson,6-10,231
0,1629685,Dylan,Windler,6-7,196
0,1626159,Justise,Winslow,6-6,222
0,1630216,Cassius,Winston,6-1,185
0,1630164,James,Wiseman,7-0,240
0,1626174,Christian,Wood,6-9,214
0,1630218,Robert,Woodard II,6-6,235
0,1626153,Delon,Wright,6-5,185
0,1630589,Moses,Wright,6-8,226
0,1630593,McKinley,Wright IV,5-11,192
0,1628221,Gabe,York,6-3,190
0,201152,Thaddeus,Young,6-8,235
0,1629027,Trae,Young,6-1,164
0,1630209,Omer,Yurtseven,6-11,275
0,203469,Cody,Zeller,6-11,240
0,1627826,Ivica,Zubac,7-0,240
